hskId,simplified,traditional,pinyin,definitions,book,hsk,lesson,dialog,nw,example,exampleTranslation,oofc,pn,weight,index
3203,机构,機構,jī gòu,mechanism/structure/organization/agency/institution/CL:所[suǒ],6,6,5,1,5,他捐了三百美元给慈善机构。,He came down with $300 for the charity organization.,,,1069,0
3204,栋,棟,dòng,classifier for houses or buildings/ridgepole (old),6,6,5,1,6,这是栋没有过分装饰的房子。,This is a house with no frills.,,,223,0
3205,兴致勃勃,興致勃勃,xìng zhì bó bó,to become exhilarated (idiom); in high spirits/full of zest,6,6,5,1,7,他突然变得兴致勃勃。,He was suddenly animated.,,,1,0
3206,专程,專程,zhuān chéng,specifically/specially (for that purpose),6,6,5,1,8,我是专程来看你的。,I came here specially to see you.,,,4,0
3207,修养,修養,xiū yǎng,accomplishment/training/self-cultivation,6,6,5,1,9,他是一位有修养的绅士。,Because he is a gentleman.,,,33,0
3208,接连,接連,jiē lián,on end/in a row/in succession,6,6,5,1,10,接连下了三天雨。,It rained three days successively.,,,11,0
3209,涉及,涉及,shè jí,to involve/to touch upon (a topic),6,6,5,1,11,谈话中只涉及少许政治问题。,A little of the conversation was about politics.,,,231,0
3210,隐私,隱私,yǐn sī,secrets/private business/privacy,6,6,5,1,12,我们应该尊重他人的隐私。,We should respect other's privacy.,,,223,0
3211,反感,反感,fǎn gǎn,to be disgusted with/to dislike/bad reaction/antipathy,6,6,5,1,13,他一听见他的声音就起反感。,He had an antipathy to the sound of his voice.,,,52,0
3212,火药,火藥,huǒ yào,gunpowder,6,6,5,1,14,中国人发明了火药。,Chinese has invented the powder.,,,4,0
3213,忍耐,忍耐,rěn nài,to endure/to bear with/to exercise patience/to restrain oneself/patience/endurance,6,6,5,1,15,忍耐是一种美德。,Patience is a virtue.,,,189,0
3214,着想,著想,zhuó xiǎng,to give thought (to others)/to consider (other people's needs)/also pr. [zháo xiǎng],6,6,5,1,16,他从不为别人着想。,He never considers others.,,,40,0
3215,策划,策劃,cè huà,to plot/to scheme/to bring about/to engineer/planning/producer/planner,6,6,5,1,17,他们策划推翻政府。,They hatched up a plot to overthrow the government.,,,256,0
3216,达成,達成,dá chéng,to reach (an agreement)/to accomplish,6,6,5,1,18,两个超级大国达成协议。,The two superpowers reached an accord.,,,165,0
3217,口气,口氣,kǒu qì,tone of voice/the way one speaks/manner of expression/tone,6,6,5,1,19,他的话带有一种警告的口气。,There was a warning tone in his words.,,,14,0
3218,缓和,緩和,huǎn hé,to ease (tension)/to alleviate/to moderate/to allay/to make more mild,6,6,5,1,20,旱情已趋缓和。,The drought has eased up.,,,9,0
3219,随意,隨意,suí yì,as one wishes/according to one's wishes/at will/voluntary/conscious,6,6,5,1,21,请随意！,Help yourselves! Please!,,,68,0
3220,而已,而已,ér yǐ,that's all/nothing more,6,6,5,1,22,我这样说只是举例而已。,I say so by way of example.,,,225,0
3221,设置,設置,shè zhì,to set up/to install,6,6,5,1,23,自动保存文档和设置。,Save documents and settings automatically.,,,1398,0
3222,动力,動力,dòng lì,motive power/force/(fig.) motivation/impetus,6,6,5,1,24,火车的动力通常是蒸汽或电。,The motive power of trains is usually steam or electricity.,,,181,0
3223,固然,固然,gù rán,admittedly (it's true that...),6,6,5,1,25,这样办固然稳当些，可就是要慢一些。,"No doubt it would be safer to do it that way, but it would be slower.",,,43,0
3224,恳切,懇切,kěn qiè,earnest/sincere,6,6,5,1,26,我恳切地告诉你，我是对的。,I assure you that I am right.,,,116,0
3225,无非,無非,wú fēi,only/nothing else,6,6,5,1,27,为了得到现金，政府无非是多印钞票。,"To obtain the cash, the government simply prints more money.",,,82,0
3226,知音,知音,zhī yīn,intimate friend/soul mate,6,6,5,1,28,知音难觅。,A faithful friend is hard to find.,,,6,0
3227,客户,客戶,kè hù,client/customer,6,6,5,1,29,感谢你为我们介绍了一个新的客户。,I appreciate your referring a new customer to us.,,,729,0
3228,持久,持久,chí jiǔ,lasting/enduring/persistent/permanent/protracted/endurance/persistence/to last long,6,6,5,1,30,使用一次药剂防治难于持久地控制害虫。,Rarely can permanent control be achieved by a single application of spray.,,,40,0
3229,崩溃,崩潰,bēng kuì,to collapse/to crumble/to fall apart,6,6,5,1,31,国民经济崩溃了。,The national economy disintegrated.,,,68,0
3230,果断,果斷,guǒ duàn,firm/decisive,6,6,5,1,32,我向来缺乏自信和果断。,I always have been deficient in self-confidence and decision.,,,36,0
3231,斩钉截铁,斬釘截鐵,zhǎn dīng jié tiě,lit. to chop the nail and slice the iron (idiom)/fig. resolute and decisive/unhesitating/categorical,6,6,5,1,33,她的回答是爽快和斩钉截铁的。,Her answer was quick and definite.,,,0,0
3232,思维,思維,sī wéi,(line of) thought/thinking,6,6,5,1,34,电脑比人类的思维更符合逻辑。,"Computers ""think"" in a much more logical way than human beings.",,,451,0
3233,搭,搭,dā,"to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)/variant of 褡[dā]",6,6,5,1,35,从此地到伦敦搭火车有一小时的行程。,It is an hour’s run by train from here to London.,,,158,0
3234,执行,執行,zhí xíng,to implement/to carry out/to execute/to run,6,6,5,1,36,于是他就执行国王的职务了。,Then he went about his duties as king.,,,377,0
3235,啥,啥,shá,dialectal equivalent of 什麼|什么[shén me]/also pr. [shà],6,6,5,1,37,这没啥了不起。,This is nothing to speak of.,,,405,0
3236,薪水,薪水,xīn shuǐ,salary/wage,6,6,5,1,38,你希望拿多少薪水？,What salary would you expect to get?,,,35,0
3237,弊端,弊端,bì duān,malpractice/abuse/corrupt practice,6,6,5,1,39,根除社会弊端,extirpate social evils,,,35,0
3238,拼命,拼命,pīn mìng,to do one's utmost/with all one's might/at all costs/(to work or fight) as if one's life depends on it,6,6,5,1,40,他正在拼命用功准备考试。,He is grinding away for the examination.,,,48,0
3239,搁,擱,gē,to place/to put aside/to shelve,6,6,5,1,41,这么多东西搁着不用，真可惜。,It's a pity to see so many things lying idle.,,,7,0
3240,颠倒,顛倒,diān dǎo,to turn upside down/to reverse/back to front/confused/deranged/crazy,6,6,5,1,42,上下颠倒。,The tail wags the dog.,,,4,0
3241,权衡,權衡,quán héng,to consider/to weigh (a matter)/to balance (pros and cons),6,6,5,1,43,他们权衡利弊之后才作出决定。,They weighed the advantages and disadvantages before making the decision.,,,8,0
3242,津津有味,津津有味,jīn jīn yǒu wèi,with keen interest pleasure (idiom); with gusto/to relish/eagerly/with great interest,6,6,5,1,44,津津有味地吃鱼。,eat the fish with relish,,,2,0
3243,祥和,祥和,xiáng hé,auspicious and peaceful,6,6,5,扩展,,一年就在祥和、快乐之中过去。,A whole year passed in peace and happiness.,,,8,0
3244,参照,參照,cān zhào,to consult a reference/to refer to (another document),6,6,5,扩展,,参照具体情况作出适当安排。,Make appropriate arrangements in the light of the situation.,,,31,0
3245,代理,代理,dài lǐ,to act on behalf of sb in a responsible position/to act as an agent or proxy/surrogate/(computing) proxy,6,6,5,扩展,,经理已将权力托付给代理人。,The manager has delegated rights to deputy.,,,449,0
3246,供给,供給,gōng jǐ,to furnish/to provide/supply (as in supply and demand),6,6,5,扩展,,我们必须准备好食物的供给。,I must lay in a supply of food.,,,19,0
3247,宏伟,宏偉,hóng wěi,grand/imposing/magnificent,6,6,5,扩展,,华盛顿纪念碑是很宏伟的。,Washington memorial is a noble monument.,,,10,0
3248,采纳,採納,cǎi nà,to accept/to adopt,6,6,5,扩展,,但愿我的建议能被采纳。,I'm crossing my fingers that my proposal will be accepted.,,,263,0
3249,丰盛,豐盛,fēng shèng,rich/sumptuous,6,6,5,扩展,,那确实是一顿丰盛的饭！,That was a fine meal if ever there was one!,,,34,0
3250,复仇,復仇,fù chóu,to avenge/vengeance,6,6,5,扩展,,他要为遇害的父亲复仇。,He wanted revenge for his father's murder.,,,59,0
3251,抚养,撫養,fǔ yǎng,to foster/to bring up/to raise,6,6,5,扩展,,他的寡母把他抚养成人。,His widowed mother brought him up.,,,72,0
3252,安详,安詳,ān xiáng,serene,6,6,5,扩展,,风暴一过，平静安详。,"and settled Calmness by the Abatement of that Storm,",,,10,0
3253,报仇,報仇,bào chóu,to take revenge/to avenge,6,6,5,扩展,,他发誓要为烈士报仇。,He vowed to avenge martyrs.,,,14,0
3254,充沛,充沛,chōng pèi,abundant/plentiful/vigorous,6,6,5,扩展,,市场充沛，物价稳定,"Prices have Been staBilized, and articles of daily use are in adequate supply.",,,18,0
3255,混合,混合,hùn hé,to mix/to blend/hybrid/composite,6,6,5,扩展,,红与黄混合成橘黄。,Red and yellow grade into orange.,,,99,0
3256,加剧,加劇,jiā jù,to intensify/to sharpen/to accelerate/to aggravate/to exacerbate/to embitter,6,6,5,扩展,,罢工日益加剧。,The strike is growing in intensity.,,,22,0
3257,报答,報答,bào dá,to repay/to requite,6,6,5,扩展,,报答人家的好意,repay(return)the kindness,,,2,0
3258,更正,更正,gēng zhèng,to correct/to make a correction,6,6,5,扩展,,更正自己之错误,retrieve one's errors,,,11,0
3259,操练,操練,cāo liàn,drill/practice,6,6,5,扩展,,句型操练。,pattern drills,,,6,0
3260,弊病,弊病,bì bìng,malady/evil/malpractice/drawback/disadvantage,6,6,5,扩展,,社会弊病,the ulcer of the society,,,2,0
3261,上任,上任,shàng rèn,to take office/previous (incumbent)/predecessor,6,6,6,1,1,新上任的女主席很会说话。,The new chairwoman was very well-spoken.,,,9,0
3262,职位,職位,zhí wèi,post/office/position,6,6,6,1,2,她已辞去大臣职位。,"She has resigned from the Government, ie from her job as a minister.",,,437,0
3263,资深,資深,zī shēn,veteran (journalist etc)/senior/highly experienced,6,6,6,1,3,资深望重,One's reputation is distinguished,,,181,0
3264,创立,創立,chuàng lì,to establish/to set up/to found,6,6,6,1,4,WTO创立于1995年1月1日。,The WTO was established on 1 January 1995.,,,85,0
3265,沏,沏,qī,to steep (tea),6,6,6,1,5,我去给你沏点茶好吗？,Shall I brew you some tea?,,,5,0
3266,风气,風氣,fēng qì,general mood/atmosphere/common practice,6,6,6,1,6,风气很糟。,There is a nasty spirit.,,,35,0
3267,唯独,唯獨,wéi dú,only/just (i.e. it is only that...)/all except/unique,6,6,6,1,7,这些孩子考得都很好，唯独乔不及格。,"The children did well, the only exception was Jo, who failed.",,,15,0
3268,搭档,搭檔,dā dàng,to cooperate/partner,6,6,6,1,8,我的商业搭档,My business partner.,,,43,0
3269,就职,就職,jiù zhí,to take office/to assume a post,6,6,6,1,9,当选总统宣誓就职。,The elected President was sworn in.,,,42,0
3270,边缘,邊緣,biān yuán,edge/fringe/verge/brink/periphery/marginal/borderline,6,6,6,1,10,游泳池边缘围了一圈棕榈树。,A line of palm trees fringe the swimming pool.,,,52,0
3271,眼色,眼色,yǎn sè,signal made with one's eyes/meaningful glance,6,6,6,1,11,他们交换了一个眼色。,They exchanged a wink.,,,1,0
3272,指标,指標,zhǐ biāo,(production) target/quota/index/indicator/sign/signpost/(computing) pointer,6,6,6,1,12,完成生产指标不成问题。,We will fulfil the quota without fail.,,,173,0
3273,成天,成天,chéng tiān,(coll.) all day long/all the time,6,6,6,1,13,那个泼妇成天跟人吵架。,That woman is always quarrelling.,,,28,0
3274,吹牛,吹牛,chuī niú,to talk big/to shoot off one's mouth/to chat (dialect),6,6,6,1,14,我认为约翰的故事绝对是吹牛。,John's tale sounded to me exactly like a fish story.,,,19,0
3275,溜,溜,liū,to slip away/to escape in stealth/to skate,6,6,6,1,15,他偷偷溜进屋内。,He stole into the house.,,,262,0
3276,等级,等級,děng jí,grade/rank/status,6,6,6,1,16,他们把苹果按等级分类。,They sort apples by grade.,,,861,0
3277,公道,公道,gōng dao,fair/equitable,6,6,6,1,17,她叔叔是个非常公道的人。,Her uncle was a very fair sort of man.,,,39,0
3278,哼,哼,hēng,to groan/to snort/to hum/to croon/humph!,6,6,6,1,18,哼，你信他的！,"Humph, don't tell me you take him at his word!",,,31,0
3279,不像话,不像話,bù xiàng huà,unreasonable/shocking/outrageous,6,6,6,1,19,那样捉弄他太不像话了。,It is a shame to make game of him like that.,,,1,0
3280,明明,明明,míng míng,obviously/plainly/undoubtedly/definitely,6,6,6,1,20,这话明明是她说的。,It is undoubtedly she who has said that.,,,720,0
3281,欺负,欺負,qī fu,to bully,6,6,6,1,21,保罗总是欺负那些比他小的孩子。,Peul is always pushing the smaller children around.,,,74,0
3282,大不了,大不了,dà bù liǎo,at worst/if worst comes to worst/serious/alarming,6,6,6,1,22,大不了再从头开始。,"If the worst comes to the worst, we'll start all over again.",,,26,0
3283,展示,展示,zhǎn shì,to reveal/to display/to show/to exhibit sth,6,6,6,1,23,制造商向潜在客户们展示了新生产线。,The manufacturer made a presentation of his new product line to possible customers .,,,448,0
3284,才干,才幹,cái gàn,ability/competence,6,6,6,1,24,国家需要更多有他这种才干的人。,The country needs more men of his timber.,,,18,0
3285,计较,計較,jì jiào,to bother about/to haggle/to bicker/to argue/plan/stratagem,6,6,6,1,25,不计较个人的事,show indifference to personal affairs,,,16,0
3286,全力以赴,全力以赴,quán lì yǐ fù,to do at all costs/to make an all-out effort,6,6,6,1,26,我现在是全力以赴挣钱。,I centered my attention now upon making enough money.,,,6,0
3287,怠慢,怠慢,dài màn,to slight/to neglect,6,6,6,1,27,谁都不喜欢被人怠慢。,No one likes being treated with neglect .,,,3,0
3288,敷衍,敷衍,fū yǎn,to elaborate (on a theme)/to expound (the classics)/perfunctory/to skimp/to botch/to do sth half-heartedly or just for show/barely enough to get by,6,6,6,1,28,他很晓得怎样敷衍打发申请住房的人。,He knows how to stall off the applicants for the houses.,,,6,0
3289,想方设法,想方設法,xiǎng fāng shè fǎ,"to think up every possible method (idiom); to devise ways and means/to try this, that and the other",6,6,6,1,29,他们在想方设法弄车展的票。,They were angling for several tickets to the automobile exhibition show.,,,27,0
3290,凑合,湊合,còu he,to bring together/to make do in a bad situation/to just get by/to improvise/passable/not too bad,6,6,6,1,30,或许我能凑合着把它修好。,May be I can doctor it up.,,,6,0
3291,忙碌,忙碌,máng lù,busy/bustling,6,6,6,1,31,那项工作会使你忙碌很长时间。,That job will keep you busy for a long time.,,,132,0
3292,时光,時光,shí guāng,time/era/period of time,6,6,6,1,32,把大好时光浪费掉是愚蠢的。,It’s foolish to idle away one’s precious time.,,,173,0
3293,飞跃,飛躍,fēi yuè,to leap,6,6,6,1,33,马表演的腾空飞跃的动作,the action of a horse performing a leap in the air,,,79,0
3294,投诉,投訴,tóu sù,complaint/to complain/to register a complaint (esp. as a customer),6,6,6,1,34,有人建议我们投诉运输公司。,We is advise to take the shipping company to court.,,,391,0
3295,激情,激情,jī qíng,passion/fervor/enthusiasm/strong emotion,6,6,6,1,35,他弹钢琴时充满激情。,He played the piano with feeling.,,,292,0
3296,年度,年度,nián dù,"year (e.g. school year, fiscal year)/annual",6,6,6,1,36,本年度的移民限额已满。,The quota of immigrants for this year has already been filled.,,,184,0
3297,考核,考核,kǎo hé,to examine/to check up on/to assess/to review/appraisal/review/evaluation,6,6,6,1,37,要实行考核制度。,It is imperative to institute a system for the evaluation of work.,,,0,0
3298,敬业,敬業,jìng yè,to be dedicated to one's work/to respect one's work,6,6,6,1,38,他们的专业、敬业和诚信,"their consummate professionalism, dedication and integrity",,,18,0
3299,兢兢业业,兢兢業業,jīng jīng yè yè,cautious and conscientious,6,6,6,1,39,她对工作兢兢业业，埋头苦干。,"She is always conscientious and earnest, and quietly immerses herself in her work.",,,2,0
